seed,label,delay,capacity
64002,local_gap_matched,5,0.9351312509786167
64002,local_gap_matched,6,0.9010234968779741
64002,local_gap_matched,7,0.8564228588666124
64002,local_gap_matched,8,0.8731005900232248
64002,local_gap_matched,9,0.8153838952474881
64002,local_gap_matched,10,0.6437289647753659
64002,local_gap_matched,11,0.627698574837649
64002,local_gap_matched,12,0.6200438122900099
64002,local_gap_matched,13,0.40162319801234986
64002,local_gap_matched,14,0.4897967047421775
64002,local_gap_matched,15,0.3704295262808214
64002,local_gap_matched,16,0.2890730429205119
64002,local_gap_matched,17,0.17087999221093378
64002,local_gap_matched,18,0.1529561129583698
64002,local_gap_matched,19,0.14305899986769785
64002,local_gap_matched,20,0.11825023523514447
64003,collective,1,0.9966349272367857
64003,collective,2,0.9646032932376061
64003,collective,3,0.8580320548881494
64003,collective,4,0.7410110934737205
64003,collective,5,0.664064747512271
64003,collective,6,0.590774203805057
64003,collective,7,0.5609520633348504
64003,collective,8,0.5272172100435998
64003,collective,9,0.4690741459303136
64003,collective,10,0.4738822763216968
64003,collective,11,0.429856510707405
64003,collective,12,0.4412676688389369
64003,collective,13,0.4011002867637528
64003,collective,14,0.3819291077755437
64003,collective,15,0.3350061922417048
64003,collective,16,0.3505446351147276
64003,collective,17,0.2907176592670367
64003,collective,18,0.3446510093840321
64003,collective,19,0.30417550001279986
64003,collective,20,0.29995979885999374
64003,local_fixed,1,0.9987284959077976
64003,local_fixed,2,0.989023735706857
64003,local_fixed,3,0.9556228978464576
64003,local_fixed,4,0.8925818603608753
64003,local_fixed,5,0.801437597107321
64003,local_fixed,6,0.6854089201459425
64003,local_fixed,7,0.5611554085941292
64003,local_fixed,8,0.4798072451650839
64003,local_fixed,9,0.39890632148568644
64003,local_fixed,10,0.30681179968182
64003,local_fixed,11,0.20011649077987528
64003,local_fixed,12,0.14384489891536942
64003,local_fixed,13,0.1404666759799569
64003,local_fixed,14,0.11781848305039835
64003,local_fixed,15,0.08632859602676027
64003,local_fixed,16,0.023055658528046235
64003,local_fixed,17,0.006791191489034581
64003,local_fixed,18,0.00034429870733754947
64003,local_fixed,19,0.0011276492177816468
64003,local_fixed,20,0.00221938661041834
64003,local_gap_matched,1,0.9233446150474657
64003,local_gap_matched,2,0.8524671624166128
64003,local_gap_matched,3,0.773035054015459
64003,local_gap_matched,4,0.7503258353403985
64003,local_gap_matched,5,0.6949979418324587
64003,local_gap_matched,6,0.7047684227217449
64003,local_gap_matched,7,0.6046121306756629
64003,local_gap_matched,8,0.5312043069955702
64003,local_gap_matched,9,0.6012908859831569
64003,local_gap_matched,10,0.5264594495720157
64003,local_gap_matched,11,0.4930242401981101
64003,local_gap_matched,12,0.4710482109340521
64003,local_gap_matched,13,0.44508273624753525
64003,local_gap_matched,14,0.41382784244844795
64003,local_gap_matched,15,0.3408080514715734
64003,local_gap_matched,16,0.3570528739035584
64003,local_gap_matched,17,0.2556230560668932
64003,local_gap_matched,18,0.20210565227367813
64003,local_gap_matched,19,0.1925593881560225
64003,local_gap_matched,20,0.2713693123893786
64004,collective,1,0.9987674342988835
64004,collective,2,0.9897844567092482
64004,collective,3,0.9677439714076088
64004,collective,4,0.9210097123298405
64004,collective,5,0.8372919487691355
64004,collective,6,0.7766982001084206
64004,collective,7,0.6768157493795112
64004,collective,8,0.6480447305796829
64004,collective,9,0.5966758413720822
64004,collective,10,0.5540667655740253
64004,collective,11,0.4809870709882949
64004,collective,12,0.45435368706628043
64004,collective,13,0.4665530202619971
64004,collective,14,0.41825676615330143
64004,collective,15,0.3641042877183362
64004,collective,16,0.35981881853413844
64004,collective,17,0.3078651652282953
64004,collective,18,0.292572027109193
64004,collective,19,0.22948500469857014
64004,collective,20,0.1590934837622979
64004,local_fixed,1,0.9998517849532834
64004,local_fixed,2,0.9984425595165546
64004,local_fixed,3,0.9934417650327112
64004,local_fixed,4,0.9699695327278345
64004,local_fixed,5,0.8964725934074111
64004,local_fixed,6,0.7505302022536152
64004,local_fixed,7,0.6614276869226409
64004,local_fixed,8,0.5514965252564658
64004,local_fixed,9,0.5056633472952307
64004,local_fixed,10,0.42456380553103423
64004,local_fixed,11,0.3037810224318059
64004,local_fixed,12,0.2534551451484582
64004,local_fixed,13,0.20030005187086916
64004,local_fixed,14,0.0835500971069267
64004,local_fixed,15,0.00829569723485091
64004,local_fixed,16,0.002850503150962626
64004,local_fixed,17,0.0006007405665983065
64004,local_fixed,18,0.00034051096980826216
64004,local_fixed,19,0.002880481889628535
64004,local_fixed,20,0.0012715509356258225
64004,local_gap_matched,1,0.9943649325171507
64004,local_gap_matched,2,0.9854431285025853
64004,local_gap_matched,3,0.9781904090760604
64004,local_gap_matched,4,0.9278372230456726
